HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
generated_context	dblp:hasDOI	link_124289	0.5708
generated_context	dblp:wrote	pub_689334	0.3820
generated_context	dblp:inYear	link_24933	0.4249
generated_context	dblp:partOf	pub_323834	0.5637
generated_context	dblp:partOf	link_367374	0.6625
generated_context	dblp:inYear	pub_147731	0.4901
generated_context	dblp:inYear	link_382573	0.3723
generated_context	dblp:partOf	doi_608053	0.5388
generated_context	dblp:partOf	doi_341881	0.5703
generated_context	dblp:hasAuthor	doi_257277	0.3656
generated_context	dblp:wrote	author_398827	0.2987
generated_context	dblp:paperType	link_19000	0.5508
generated_context	dblp:hasAuthor	doi_483841	0.3193
generated_context	dblp:partOf	link_699637	0.5460
generated_context	dblp:paperType	pub_486489	0.4443
generated_context	dblp:wrote	doi_738805	0.3062
generated_context	dblp:partOf	doi_574257	0.5492
generated_context	dblp:hasLink	link_484291	0.6121
generated_context	dblp:paperType	doi_500812	0.4274
generated_context	dblp:wrote	pub_193461	0.3149
generated_context	dblp:paperType	doi_639136	0.4651
generated_context	dblp:wrote	doi_151853	0.3699
generated_context	dblp:hasAuthor	link_621818	0.3788
generated_context	dblp:hasDOI	author_995960	0.5366
generated_context	dblp:wrote	author_180791	0.3960
generated_context	dblp:partOf	doi_106741	0.5204
generated_context	dblp:publishedIn	link_847814	0.8841
generated_context	dblp:hasLink	link_462265	0.4570
generated_context	dblp:paperType	link_943044	0.4399
generated_context	dblp:hasDOI	pub_42209	0.5513
generated_context	dblp:hasDOI	author_609034	0.4668
generated_context	dblp:publishedIn	link_351929	0.8622
generated_context	dblp:publishedIn	link_65048	0.8718
generated_context	dblp:hasAuthor	author_406550	0.3362
generated_context	dblp:hasDOI	author_239728	0.4999
generated_context	dblp:inYear	link_304974	0.4319
generated_context	dblp:partOf	doi_501321	0.5903
generated_context	dblp:wrote	doi_560444	0.3170
generated_context	dblp:wrote	link_253558	0.3190
generated_context	dblp:publishedIn	link_366227	0.8066
generated_context	dblp:hasAuthor	doi_654429	0.3785
generated_context	dblp:partOf	doi_178875	0.7148
generated_context	dblp:hasDOI	doi_10260	0.5659
generated_context	dblp:hasLink	link_194798	0.4997
generated_context	dblp:hasAuthor	doi_798192	0.2891
generated_context	dblp:paperType	author_1021965	0.5397
generated_context	dblp:hasDOI	author_834602	0.6655
generated_context	dblp:hasDOI	doi_171464	0.6366
generated_context	dblp:paperType	doi_724826	0.4020
generated_context	dblp:paperType	doi_401148	0.4193
generated_context	dblp:wrote	pub_819226	0.4712
generated_context	dblp:hasAuthor	pub_115423	0.3478
generated_context	dblp:publishedIn	pub_873950	0.8658
generated_context	dblp:publishedIn	pub_527279	0.8611
generated_context	dblp:wrote	doi_249204	0.2602
generated_context	dblp:hasLink	author_1036321	0.5655
generated_context	dblp:hasLink	link_881819	0.6116
generated_context	dblp:hasDOI	author_43642	0.5842
generated_context	dblp:partOf	link_374815	0.5636
generated_context	dblp:hasAuthor	author_1065364	0.3386
generated_context	dblp:paperType	link_957565	0.4777
generated_context	dblp:hasDOI	pub_324736	0.6405
generated_context	dblp:publishedIn	author_837225	0.8562
generated_context	dblp:hasLink	link_875022	0.4719
generated_context	dblp:partOf	link_238562	0.5486
generated_context	dblp:publishedIn	author_501610	0.8849
generated_context	dblp:paperType	doi_310277	0.4510
generated_context	dblp:hasDOI	pub_318019	0.5311
generated_context	dblp:inYear	doi_469818	0.3806
generated_context	dblp:publishedIn	doi_601708	0.9305
generated_context	dblp:partOf	doi_54533	0.5670
generated_context	dblp:publishedIn	author_464366	0.8433
generated_context	dblp:hasLink	doi_90871	0.4852
generated_context	dblp:hasLink	doi_768013	0.4907
generated_context	dblp:hasAuthor	link_853301	0.3889
generated_context	dblp:hasAuthor	author_663603	0.3487
generated_context	dblp:inYear	link_570753	0.4283
generated_context	dblp:paperType	link_173939	0.4796
generated_context	dblp:hasLink	link_540217	0.5020
generated_context	dblp:publishedIn	link_406949	0.8571
generated_context	dblp:inYear	doi_357319	0.3618
generated_context	dblp:inYear	author_618683	0.4190
generated_context	dblp:inYear	doi_615657	0.4185
generated_context	dblp:hasLink	link_687840	0.4958
generated_context	dblp:partOf	link_418291	0.5352
generated_context	dblp:hasLink	link_684181	0.4674
generated_context	dblp:hasDOI	author_617653	0.6209
generated_context	dblp:inYear	link_387299	0.5337
generated_context	dblp:inYear	author_831419	0.5135
generated_context	dblp:hasDOI	link_349989	0.6099
generated_context	dblp:hasAuthor	collection_6676	0.2869
generated_context	dblp:partOf	venue_3031	0.5202
generated_context	dblp:hasLink	author_449187	0.5171
generated_context	dblp:hasLink	doi_667899	0.5038
generated_context	dblp:paperType	pub_273008	0.4799
generated_context	dblp:partOf	link_97832	0.5007
generated_context	dblp:hasLink	doi_510602	0.5026
generated_context	dblp:publishedIn	doi_566294	0.8231
generated_context	dblp:wrote	author_791937	0.4181
generated_context	dblp:paperType	link_520692	0.4563
generated_context	dblp:hasAuthor	link_405635	0.3184
generated_context	dblp:hasAuthor	pub_948485	0.3162
generated_context	dblp:hasAuthor	pub_395274	0.3501
generated_context	dblp:wrote	author_1009526	0.2891
generated_context	dblp:hasLink	link_532122	0.6224
generated_context	dblp:wrote	link_879112	0.3209
generated_context	dblp:partOf	doi_124446	0.5819
generated_context	dblp:wrote	author_225973	0.3155
generated_context	dblp:hasDOI	author_35029	0.6513
generated_context	dblp:partOf	link_210051	0.5383
generated_context	dblp:hasDOI	author_896232	0.5426
generated_context	dblp:hasAuthor	pub_51743	0.3747
generated_context	dblp:hasAuthor	doi_399636	0.3382
generated_context	dblp:publishedIn	doi_159242	0.8510
generated_context	dblp:paperType	pub_694094	0.4862
generated_context	dblp:publishedIn	link_813515	0.8916
generated_context	dblp:wrote	link_681251	0.3111
generated_context	dblp:hasAuthor	doi_480988	0.3283
generated_context	dblp:wrote	pub_906569	0.3184
generated_context	dblp:hasAuthor	pub_191305	0.3976
generated_context	dblp:hasAuthor	author_240550	0.3603
generated_context	dblp:partOf	link_142802	0.5381
generated_context	dblp:hasDOI	pub_752667	0.4841
generated_context	dblp:hasAuthor	link_931792	0.3505
generated_context	dblp:paperType	link_291070	0.4517
generated_context	dblp:hasLink	author_448704	0.4776
generated_context	dblp:hasAuthor	author_983212	0.3955
generated_context	dblp:publishedIn	doi_24335	1.0452
generated_context	dblp:paperType	author_1004745	0.4199
generated_context	dblp:hasAuthor	pub_776734	0.3742
generated_context	dblp:wrote	pub_668536	0.3392
generated_context	dblp:partOf	author_750312	0.6316
generated_context	dblp:publishedIn	pub_660318	0.8089
generated_context	dblp:paperType	link_296372	0.3877
generated_context	dblp:publishedIn	pub_736460	0.9642
generated_context	dblp:publishedIn	author_791050	0.8835
generated_context	dblp:hasAuthor	doi_347033	0.3620
generated_context	dblp:hasLink	doi_377915	0.5970
generated_context	dblp:wrote	doi_120292	0.3241
generated_context	dblp:hasLink	doi_174999	0.5605
generated_context	dblp:hasDOI	doi_547277	0.5850
generated_context	dblp:paperType	author_120366	0.4225
generated_context	dblp:hasLink	link_167437	0.4845
generated_context	dblp:hasLink	doi_303285	0.4682
generated_context	dblp:wrote	author_385421	0.3153
generated_context	dblp:hasAuthor	doi_583617	0.3430
generated_context	dblp:paperType	author_394724	0.3972
generated_context	dblp:inYear	author_882528	0.3773
generated_context	dblp:publishedIn	link_567403	0.8342
generated_context	dblp:publishedIn	doi_672433	0.8679
generated_context	dblp:inYear	author_117453	0.3763
generated_context	dblp:paperType	doi_651738	0.5576
generated_context	dblp:inYear	link_606805	0.3480
generated_context	dblp:publishedIn	author_620213	0.8499
generated_context	dblp:publishedIn	link_3513	0.7981
generated_context	dblp:partOf	doi_47429	0.5397
generated_context	dblp:paperType	link_854638	0.4988
generated_context	dblp:hasAuthor	doi_361247	0.3641
generated_context	dblp:partOf	doi_180546	0.5973
generated_context	dblp:inYear	doi_261279	0.4123
generated_context	dblp:hasLink	link_145064	0.5128
generated_context	dblp:publishedIn	doi_153770	0.8703
generated_context	dblp:publishedIn	doi_179713	1.0089
generated_context	dblp:wrote	author_1070339	0.4248
generated_context	dblp:partOf	pub_394064	0.6077
generated_context	dblp:hasAuthor	link_272906	0.3459
generated_context	dblp:wrote	author_371749	0.3331
generated_context	dblp:paperType	link_625263	0.3874
generated_context	dblp:publishedIn	author_563905	0.8165
generated_context	dblp:hasDOI	doi_548467	0.7320
generated_context	dblp:wrote	link_818223	0.2877
generated_context	dblp:inYear	link_41580	0.4294
generated_context	dblp:hasDOI	author_111880	0.5210
generated_context	dblp:hasAuthor	link_958204	0.3120
generated_context	dblp:publishedIn	author_1031520	0.8979
generated_context	dblp:partOf	link_223584	0.4841
generated_context	dblp:hasAuthor	doi_711646	0.2748
generated_context	dblp:partOf	link_486890	0.5328
generated_context	dblp:wrote	author_682549	0.3745
generated_context	dblp:publishedIn	pub_654774	0.9302
generated_context	dblp:hasLink	link_266833	0.6373
generated_context	dblp:paperType	pub_656789	0.4150
generated_context	dblp:inYear	author_109086	0.4458
generated_context	dblp:publishedIn	doi_251548	0.7518
generated_context	dblp:publishedIn	pub_875878	0.8055
generated_context	dblp:paperType	author_595481	0.4198
generated_context	dblp:paperType	author_795676	0.4512
generated_context	dblp:hasAuthor	link_835328	0.3282
generated_context	dblp:inYear	doi_617353	0.3647
generated_context	dblp:publishedIn	doi_700872	0.8763
generated_context	dblp:wrote	pub_441525	0.3154
generated_context	dblp:inYear	doi_77487	0.3334
generated_context	dblp:hasDOI	link_676375	0.6037
generated_context	dblp:publishedIn	pub_422947	0.7578
generated_context	dblp:hasDOI	doi_342444	0.4907
generated_context	dblp:paperType	pub_863262	0.4800
generated_context	dblp:partOf	pub_340568	0.5200
generated_context	dblp:partOf	author_797725	0.6119
generated_context	dblp:publishedIn	doi_171140	0.8663
generated_context	dblp:paperType	doi_233245	0.5443
generated_context	dblp:hasDOI	author_689143	0.5457
generated_context	dblp:partOf	doi_495926	0.6395
generated_context	dblp:hasLink	link_422046	0.4975
generated_context	dblp:wrote	pub_670743	0.2473
generated_context	dblp:wrote	pub_976963	0.3836
generated_context	dblp:hasDOI	author_865790	0.5572
generated_context	dblp:hasAuthor	author_110167	0.3246
generated_context	dblp:partOf	link_74516	0.6176
generated_context	dblp:partOf	author_102115	0.5437
generated_context	dblp:partOf	pub_575534	0.6295
generated_context	dblp:wrote	doi_437521	0.3390
generated_context	dblp:hasDOI	doi_455320	0.6202
generated_context	dblp:hasLink	author_976770	0.5260
generated_context	dblp:wrote	doi_42989	0.3517
generated_context	dblp:paperType	doi_184624	0.4124
generated_context	dblp:hasAuthor	author_166104	0.3268
generated_context	dblp:hasLink	doi_751716	0.4725
generated_context	dblp:publishedIn	author_805227	0.9353
generated_context	dblp:hasAuthor	author_1061558	0.3724
generated_context	dblp:publishedIn	author_783937	0.7334
generated_context	dblp:hasAuthor	pub_414417	0.3281
generated_context	dblp:publishedIn	link_487249	0.9772
generated_context	dblp:hasLink	author_235139	0.4821
generated_context	dblp:publishedIn	author_595023	0.8705
generated_context	dblp:hasAuthor	pub_945775	0.2688
generated_context	dblp:paperType	pub_520114	0.4556
generated_context	dblp:paperType	doi_98012	0.4029
generated_context	dblp:hasAuthor	doi_693181	0.3840
generated_context	dblp:inYear	link_497676	0.4032
generated_context	dblp:inYear	author_508468	0.3818
generated_context	dblp:partOf	doi_406636	0.5347
generated_context	dblp:wrote	link_817039	0.3125
generated_context	dblp:hasLink	pub_195661	0.5827
generated_context	dblp:paperType	author_980530	0.4231
generated_context	dblp:hasAuthor	author_359730	0.3577
generated_context	dblp:partOf	link_179550	0.6235
generated_context	dblp:publishedIn	author_1011734	0.9150
generated_context	dblp:publishedIn	link_403109	0.8032
generated_context	dblp:publishedIn	link_401545	0.8638
generated_context	dblp:inYear	doi_37944	0.4374
generated_context	dblp:inYear	pub_306799	0.3993
generated_context	dblp:inYear	link_367006	0.3691
generated_context	dblp:paperType	doi_310409	0.4172
generated_context	dblp:hasLink	link_523488	0.5115
generated_context	dblp:paperType	doi_165991	0.4024
generated_context	dblp:publishedIn	author_1047507	0.8786
generated_context	dblp:partOf	doi_446941	0.6700
generated_context	dblp:paperType	doi_65940	0.4086
generated_context	dblp:partOf	doi_733930	0.6360
generated_context	dblp:inYear	doi_754595	0.4456
generated_context	dblp:hasAuthor	pub_838322	0.2838
generated_context	dblp:hasLink	doi_28329	0.5471
generated_context	dblp:hasLink	doi_318265	0.6684
generated_context	dblp:hasDOI	link_925708	0.5123
generated_context	dblp:hasAuthor	doi_86257	0.3220
generated_context	dblp:partOf	link_261808	0.6100
generated_context	dblp:partOf	doi_756648	0.7011
generated_context	dblp:hasAuthor	link_374162	0.2831
generated_context	dblp:hasAuthor	author_808918	0.3256
generated_context	dblp:hasDOI	doi_693836	0.6777
generated_context	dblp:wrote	doi_776585	0.2507
generated_context	dblp:paperType	doi_622414	0.4536
generated_context	dblp:paperType	doi_209176	0.4550
generated_context	dblp:hasAuthor	pub_277723	0.3628
generated_context	dblp:publishedIn	author_95518	0.8356
generated_context	dblp:hasLink	doi_452145	0.4456
generated_context	dblp:wrote	author_176920	0.3157
generated_context	dblp:hasLink	link_236205	0.4313
generated_context	dblp:hasLink	doi_566639	0.4896
generated_context	dblp:inYear	doi_112911	0.3607
generated_context	dblp:inYear	link_54534	0.3926
generated_context	dblp:wrote	doi_665574	0.3313
generated_context	dblp:paperType	doi_381048	0.4471
generated_context	dblp:partOf	doi_639831	0.6345
generated_context	dblp:hasAuthor	link_913900	0.3703
generated_context	dblp:hasDOI	link_950585	0.6125
generated_context	dblp:publishedIn	author_991211	0.7949
generated_context	dblp:wrote	link_338644	0.3071
generated_context	dblp:hasDOI	link_831861	0.5341
generated_context	dblp:partOf	author_761693	0.6011
generated_context	dblp:wrote	doi_320451	0.3095
generated_context	dblp:hasLink	link_711925	0.5131
generated_context	dblp:partOf	pub_122441	0.5425
generated_context	dblp:inYear	doi_245823	0.4564
generated_context	dblp:paperType	doi_141269	0.4889
generated_context	dblp:hasAuthor	link_384136	0.3564
generated_context	dblp:partOf	doi_262686	0.4965
generated_context	dblp:hasLink	author_771790	0.4746
generated_context	dblp:publishedIn	author_480204	0.9553
generated_context	dblp:hasDOI	link_546456	0.5434
generated_context	dblp:hasDOI	doi_513983	0.4881
generated_context	dblp:hasLink	pub_739493	0.4917
generated_context	dblp:inYear	doi_325570	0.4068
generated_context	dblp:publishedIn	pub_397321	0.9392
generated_context	dblp:hasDOI	doi_198654	0.6445
generated_context	dblp:partOf	author_839834	0.5233
generated_context	dblp:hasLink	link_132915	0.5737
generated_context	dblp:hasLink	link_56896	0.5047
generated_context	dblp:wrote	author_1058529	0.3428
generated_context	dblp:hasDOI	doi_324741	0.6173
generated_context	dblp:publishedIn	pub_852712	0.9128
generated_context	dblp:inYear	doi_50479	0.4500
generated_context	dblp:hasDOI	pub_244954	0.6221
generated_context	dblp:publishedIn	author_229435	0.8984
generated_context	dblp:hasAuthor	author_464595	0.3328
generated_context	dblp:paperType	link_78326	0.4129
generated_context	dblp:hasLink	doi_236282	0.5932
generated_context	dblp:hasLink	link_181360	0.5252
generated_context	dblp:hasAuthor	author_792415	0.4028
generated_context	dblp:hasLink	link_641583	0.5469
generated_context	dblp:paperType	link_28385	0.4858
generated_context	dblp:wrote	doi_768851	0.3212
generated_context	dblp:hasLink	author_276164	0.4717
generated_context	dblp:hasAuthor	link_800883	0.4010
generated_context	dblp:wrote	author_668066	0.2766
generated_context	dblp:hasDOI	author_489348	0.5447
generated_context	dblp:publishedIn	link_504370	0.9270
generated_context	dblp:hasDOI	author_843434	0.5488
generated_context	dblp:hasAuthor	doi_232289	0.2961
generated_context	dblp:partOf	link_529173	0.6356
generated_context	dblp:hasAuthor	doi_597699	0.3414
generated_context	dblp:paperType	doi_274741	0.4702
generated_context	dblp:hasLink	doi_770477	0.5196
generated_context	dblp:publishedIn	link_632700	0.8344
generated_context	dblp:hasAuthor	doi_586926	0.4087
generated_context	dblp:inYear	pub_202913	0.4100
generated_context	dblp:paperType	doi_387123	0.5052
generated_context	dblp:paperType	doi_231473	0.4617
generated_context	dblp:hasDOI	author_202280	0.5510
generated_context	dblp:paperType	author_111382	0.4136
generated_context	dblp:paperType	author_952240	0.4097
generated_context	dblp:wrote	doi_349025	0.2996
generated_context	dblp:paperType	doi_697556	0.4932
generated_context	dblp:wrote	pub_57704	0.3960
generated_context	dblp:wrote	doi_2925	0.2699
generated_context	dblp:publishedIn	pub_256984	0.7321
generated_context	dblp:paperType	doi_755311	0.5499
generated_context	dblp:partOf	link_814811	0.5841
generated_context	dblp:partOf	link_647666	0.6073
generated_context	dblp:paperType	link_779028	0.4303
generated_context	dblp:paperType	author_215267	0.4205
generated_context	dblp:inYear	author_141017	0.3919
generated_context	dblp:hasAuthor	doi_289863	0.4868
generated_context	dblp:hasDOI	link_531429	0.5647
generated_context	dblp:hasLink	author_969564	0.4860
generated_context	dblp:inYear	link_69489	0.4286
generated_context	dblp:inYear	author_309384	0.3976
generated_context	dblp:hasDOI	doi_468033	0.7182
generated_context	dblp:hasLink	pub_255614	0.5876
generated_context	dblp:partOf	pub_603001	0.7019
generated_context	dblp:publishedIn	doi_367187	0.7773
generated_context	dblp:paperType	link_551304	0.4224
generated_context	dblp:hasAuthor	pub_540813	0.4031
generated_context	dblp:hasLink	author_468231	0.5087
generated_context	dblp:inYear	link_195515	0.4222
generated_context	dblp:paperType	author_717303	0.4019
generated_context	dblp:paperType	doi_295401	0.4223
generated_context	dblp:publishedIn	link_582018	0.8776
generated_context	dblp:hasDOI	link_848995	0.5972
generated_context	dblp:hasAuthor	pub_843224	0.3669
generated_context	dblp:hasLink	link_593093	0.4833
generated_context	dblp:publishedIn	author_594307	0.8125
generated_context	dblp:inYear	doi_136071	0.4011
generated_context	dblp:hasAuthor	author_584261	0.3943
generated_context	dblp:partOf	link_348946	0.6267
generated_context	dblp:paperType	pub_361250	0.4374
generated_context	dblp:publishedIn	author_312132	0.8696
generated_context	dblp:publishedIn	pub_904271	0.9591
generated_context	dblp:publishedIn	link_592458	0.8683
generated_context	dblp:paperType	link_728211	0.4729
generated_context	dblp:hasAuthor	link_530656	0.3843
generated_context	dblp:partOf	link_713996	0.5671
generated_context	dblp:publishedIn	pub_519905	0.8997
generated_context	dblp:partOf	author_459034	0.6611
generated_context	dblp:hasAuthor	author_908907	0.2876
generated_context	dblp:inYear	pub_536301	0.3315
generated_context	dblp:inYear	author_220151	0.3487
generated_context	dblp:hasAuthor	doi_648526	0.4305
generated_context	dblp:wrote	pub_52463	0.3682
generated_context	dblp:publishedIn	author_285362	0.9015
generated_context	dblp:hasLink	author_594996	0.4630
generated_context	dblp:wrote	pub_307213	0.3306
generated_context	dblp:inYear	author_829085	0.4170
generated_context	dblp:inYear	author_456703	0.4544
generated_context	dblp:paperType	author_62466	0.4529
generated_context	dblp:inYear	pub_458917	0.3891
generated_context	dblp:inYear	author_75050	0.4244
generated_context	dblp:hasDOI	pub_492135	0.5420
generated_context	dblp:wrote	doi_484782	0.3495
generated_context	dblp:hasAuthor	link_529310	0.4019
generated_context	dblp:inYear	author_490944	0.3347
generated_context	dblp:hasDOI	doi_569332	0.6617
generated_context	dblp:publishedIn	pub_309279	0.9019
generated_context	dblp:inYear	pub_557866	0.3858
generated_context	dblp:inYear	link_265972	0.3542
generated_context	dblp:hasAuthor	pub_585103	0.3428
generated_context	dblp:inYear	author_996042	0.4255
generated_context	dblp:hasLink	pub_416122	0.4744
generated_context	dblp:hasAuthor	doi_595000	0.3327
generated_context	dblp:inYear	link_934017	0.4604
generated_context	dblp:hasDOI	doi_818418	0.4893
generated_context	dblp:hasDOI	link_304006	0.5111
generated_context	dblp:inYear	link_286735	0.5148
generated_context	dblp:hasLink	author_124989	0.4720
generated_context	dblp:hasAuthor	link_609512	0.3467
generated_context	dblp:publishedIn	pub_932464	0.8020
generated_context	dblp:hasDOI	author_36484	0.5602
generated_context	dblp:partOf	author_889618	0.5958
generated_context	dblp:wrote	pub_42996	0.3236
generated_context	dblp:wrote	author_861265	0.3608
generated_context	dblp:inYear	doi_191217	0.4358
generated_context	dblp:publishedIn	author_354983	0.8117
generated_context	dblp:inYear	pub_92216	0.4165
generated_context	dblp:partOf	author_176992	0.5036
generated_context	dblp:publishedIn	link_638466	0.8446
generated_context	dblp:inYear	link_546775	0.4110
generated_context	dblp:partOf	link_327114	0.7070
generated_context	dblp:publishedIn	pub_36842	0.8745
generated_context	dblp:paperType	link_484998	0.4540
generated_context	dblp:wrote	link_894899	0.2684
generated_context	dblp:partOf	link_230248	0.6961
generated_context	dblp:hasAuthor	pub_317079	0.3541
generated_context	dblp:hasDOI	link_751679	0.6130
generated_context	dblp:paperType	link_239968	0.5209
generated_context	dblp:wrote	author_222579	0.3506
generated_context	dblp:hasLink	link_767044	0.5027
generated_context	dblp:paperType	author_668414	0.4370
generated_context	dblp:paperType	link_960141	0.4638
generated_context	dblp:hasDOI	doi_406948	0.6214
generated_context	dblp:wrote	doi_510961	0.3628
generated_context	dblp:hasAuthor	link_669649	0.3895
generated_context	dblp:hasLink	link_768692	0.4906
generated_context	dblp:inYear	link_480008	0.3546
generated_context	dblp:inYear	pub_335569	0.4094
generated_context	dblp:inYear	author_594430	0.4953
generated_context	dblp:partOf	link_875071	0.5161
generated_context	dblp:inYear	author_824296	0.4587
generated_context	dblp:partOf	doi_293347	0.5562
generated_context	dblp:hasDOI	link_376921	0.4907
generated_context	dblp:publishedIn	link_549231	0.9371
generated_context	dblp:hasAuthor	pub_445197	0.3917
generated_context	dblp:hasAuthor	link_525833	0.3228
generated_context	dblp:partOf	link_420472	0.5835
generated_context	dblp:hasAuthor	pub_89295	0.2910
generated_context	dblp:partOf	author_243049	0.5279
generated_context	dblp:wrote	doi_285440	0.3876
generated_context	dblp:hasDOI	author_945171	0.5057
generated_context	dblp:wrote	doi_203038	0.2881
generated_context	dblp:publishedIn	link_612194	0.8044
generated_context	dblp:wrote	pub_811203	0.3669
generated_context	dblp:hasDOI	author_169574	0.5683
generated_context	dblp:inYear	author_629306	0.3319
generated_context	dblp:wrote	author_707743	0.4092
generated_context	dblp:publishedIn	doi_207997	0.9206
generated_context	dblp:publishedIn	link_873312	0.8966
generated_context	dblp:paperType	doi_388461	0.4700
generated_context	dblp:inYear	doi_680426	0.4167
generated_context	dblp:hasLink	doi_784776	0.5049
generated_context	dblp:wrote	pub_208060	0.3276
generated_context	dblp:wrote	author_887754	0.3588
generated_context	dblp:paperType	link_710931	0.4288
generated_context	dblp:hasAuthor	author_234977	0.3592
generated_context	dblp:hasDOI	author_74466	0.6481
generated_context	dblp:wrote	doi_111091	0.2859
generated_context	dblp:inYear	pub_197656	0.4133
