HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
generated_context	dblp:paperType	pub_547680	0.2751
generated_context	dblp:publishedIn	pub_457846	0.5681
generated_context	dblp:hasAuthor	author_489572	0.1952
generated_context	dblp:publishedIn	doi_653545	0.5431
generated_context	dblp:inYear	author_379588	0.3120
generated_context	dblp:hasLink	link_147853	0.2644
generated_context	dblp:partOf	pub_455864	0.5196
generated_context	dblp:wrote	link_156452	0.2490
generated_context	dblp:hasLink	pub_29707	0.2524
generated_context	dblp:partOf	pub_799421	0.4844
generated_context	dblp:publishedIn	author_711589	0.6152
generated_context	dblp:hasDOI	doi_592207	0.3887
generated_context	dblp:partOf	pub_529529	0.5971
generated_context	dblp:paperType	pub_456263	0.2612
generated_context	dblp:partOf	author_442831	0.5214
generated_context	dblp:publishedIn	author_1032627	0.5541
generated_context	dblp:hasDOI	author_327184	0.4463
generated_context	dblp:hasDOI	link_209722	0.4598
generated_context	dblp:publishedIn	link_887733	0.5591
generated_context	dblp:partOf	author_386711	0.5781
generated_context	dblp:wrote	link_504330	0.2422
generated_context	dblp:inYear	pub_702686	0.2879
generated_context	dblp:partOf	author_662163	0.5320
generated_context	dblp:inYear	doi_786844	0.2476
generated_context	dblp:hasAuthor	author_455115	0.2651
generated_context	dblp:inYear	author_1027008	0.2478
generated_context	dblp:paperType	pub_213532	0.2951
generated_context	dblp:hasDOI	pub_753986	0.4138
generated_context	dblp:wrote	pub_618755	0.2131
generated_context	dblp:wrote	author_258785	0.2432
generated_context	dblp:hasAuthor	link_145257	0.2493
generated_context	dblp:partOf	doi_40032	0.5427
generated_context	dblp:wrote	doi_224696	0.2172
generated_context	dblp:publishedIn	link_920408	0.5028
generated_context	dblp:hasAuthor	pub_861288	0.2463
generated_context	dblp:publishedIn	link_387322	0.5087
generated_context	dblp:hasAuthor	link_891168	0.2458
generated_context	dblp:hasDOI	author_513614	0.4765
generated_context	dblp:publishedIn	pub_418672	0.5315
generated_context	dblp:publishedIn	pub_843526	0.5401
generated_context	dblp:partOf	link_879832	0.5245
generated_context	dblp:hasDOI	pub_533632	0.4463
generated_context	dblp:hasDOI	link_770908	0.4140
generated_context	dblp:hasDOI	author_902729	0.4527
generated_context	dblp:inYear	link_621075	0.3126
generated_context	dblp:hasDOI	pub_70705	0.4210
generated_context	dblp:hasDOI	pub_588587	0.4808
generated_context	dblp:wrote	pub_765751	0.2145
generated_context	dblp:wrote	pub_100191	0.2625
generated_context	dblp:hasLink	pub_490796	0.2663
generated_context	dblp:hasLink	link_456616	0.3227
generated_context	dblp:wrote	pub_109376	0.2195
generated_context	dblp:partOf	doi_629764	0.5591
generated_context	dblp:hasLink	link_158401	0.2983
generated_context	dblp:publishedIn	pub_790674	0.5371
generated_context	dblp:inYear	doi_25306	0.3259
generated_context	dblp:hasDOI	pub_678370	0.4132
generated_context	dblp:publishedIn	link_417428	0.5847
generated_context	dblp:publishedIn	pub_605274	0.5619
generated_context	dblp:partOf	author_1074824	0.5545
generated_context	dblp:hasLink	link_665817	0.2950
generated_context	dblp:hasLink	link_790103	0.2891
generated_context	dblp:partOf	pub_921441	0.5442
generated_context	dblp:hasAuthor	author_729061	0.2391
generated_context	dblp:publishedIn	pub_402085	0.5452
generated_context	dblp:hasAuthor	pub_727715	0.2250
generated_context	dblp:inYear	link_99465	0.2848
generated_context	dblp:wrote	pub_388226	0.2298
generated_context	dblp:inYear	doi_797522	0.3504
generated_context	dblp:wrote	author_102591	0.2381
generated_context	dblp:publishedIn	link_479711	0.5129
generated_context	dblp:inYear	doi_828238	0.2905
generated_context	dblp:inYear	doi_250299	0.2390
generated_context	dblp:wrote	link_876142	0.2329
generated_context	dblp:paperType	author_1007202	0.3111
generated_context	dblp:hasDOI	link_229472	0.4241
generated_context	dblp:hasLink	pub_490586	0.2666
generated_context	dblp:hasAuthor	author_1031130	0.2619
generated_context	dblp:hasLink	author_707648	0.2988
generated_context	dblp:wrote	pub_213788	0.2384
generated_context	dblp:partOf	author_175226	0.6054
generated_context	dblp:paperType	pub_852806	0.2621
generated_context	dblp:hasDOI	link_640516	0.4449
generated_context	dblp:hasAuthor	pub_831426	0.2181
generated_context	dblp:publishedIn	link_178663	0.4963
generated_context	dblp:paperType	pub_526283	0.2532
generated_context	dblp:wrote	pub_209742	0.2151
generated_context	dblp:publishedIn	doi_582809	0.5111
generated_context	dblp:publishedIn	pub_887062	0.5602
generated_context	dblp:hasAuthor	pub_778001	0.2321
generated_context	dblp:paperType	link_460177	0.2633
generated_context	dblp:paperType	link_152673	0.3190
generated_context	dblp:hasAuthor	pub_862402	0.2135
generated_context	dblp:paperType	pub_645579	0.2776
generated_context	dblp:inYear	author_572950	0.2927
generated_context	dblp:inYear	author_111173	0.2996
generated_context	dblp:hasAuthor	pub_170240	0.2216
generated_context	dblp:hasLink	link_422089	0.3311
generated_context	dblp:paperType	author_1061675	0.3388
generated_context	dblp:inYear	pub_236525	0.2802
generated_context	dblp:partOf	doi_738518	0.5244
generated_context	dblp:hasLink	doi_226576	0.2995
generated_context	dblp:inYear	pub_178422	0.2807
generated_context	dblp:hasAuthor	link_430048	0.2264
generated_context	dblp:inYear	pub_531774	0.2819
generated_context	dblp:hasLink	link_31385	0.2637
generated_context	dblp:paperType	doi_752612	0.2924
generated_context	dblp:wrote	pub_325290	0.2490
generated_context	dblp:hasDOI	author_952510	0.4628
generated_context	dblp:inYear	author_893474	0.2390
generated_context	dblp:paperType	pub_486843	0.3060
generated_context	dblp:wrote	doi_18238	0.2323
generated_context	dblp:inYear	link_429228	0.2690
generated_context	dblp:publishedIn	author_121990	0.4404
generated_context	dblp:wrote	author_633120	0.2815
generated_context	dblp:inYear	link_773223	0.2828
generated_context	dblp:paperType	pub_443002	0.3485
generated_context	dblp:inYear	author_849346	0.3037
generated_context	dblp:partOf	pub_19655	0.5179
generated_context	dblp:partOf	doi_97118	0.5124
generated_context	dblp:wrote	link_272380	0.2383
generated_context	dblp:wrote	link_111007	0.2292
generated_context	dblp:inYear	pub_458026	0.2222
generated_context	dblp:paperType	doi_785238	0.2904
generated_context	dblp:publishedIn	author_300654	0.5155
generated_context	dblp:paperType	doi_97630	0.2747
generated_context	dblp:publishedIn	doi_53663	0.5066
generated_context	dblp:publishedIn	author_68269	0.5308
generated_context	dblp:partOf	author_895659	0.5134
generated_context	dblp:paperType	pub_682907	0.2913
generated_context	dblp:hasDOI	doi_513666	0.4008
generated_context	dblp:paperType	pub_801351	0.2798
generated_context	dblp:hasAuthor	author_265401	0.2357
generated_context	dblp:publishedIn	link_718475	0.5329
generated_context	dblp:inYear	pub_164008	0.2721
generated_context	dblp:inYear	pub_734672	0.2754
generated_context	dblp:inYear	author_265361	0.2534
generated_context	dblp:publishedIn	author_910370	0.5103
generated_context	dblp:wrote	author_936227	0.2495
generated_context	dblp:paperType	link_821778	0.2753
generated_context	dblp:partOf	link_723868	0.5725
generated_context	dblp:hasDOI	doi_86834	0.4106
generated_context	dblp:publishedIn	link_38920	0.5156
generated_context	dblp:paperType	pub_584230	0.2484
generated_context	dblp:hasAuthor	doi_241785	0.2727
generated_context	dblp:publishedIn	doi_312515	0.4781
generated_context	dblp:wrote	author_867431	0.2968
generated_context	dblp:inYear	pub_908654	0.2665
generated_context	dblp:hasAuthor	doi_211194	0.2215
generated_context	dblp:hasAuthor	pub_772217	0.2771
generated_context	dblp:hasLink	author_829782	0.3062
generated_context	dblp:hasDOI	link_109523	0.4456
generated_context	dblp:paperType	doi_726224	0.3098
generated_context	dblp:wrote	doi_789696	0.2184
generated_context	dblp:inYear	author_1072082	0.2807
generated_context	dblp:wrote	pub_879604	0.2254
generated_context	dblp:hasLink	author_307245	0.2416
generated_context	dblp:inYear	doi_419721	0.2580
generated_context	dblp:hasAuthor	link_786896	0.2179
generated_context	dblp:inYear	pub_642929	0.3046
generated_context	dblp:hasLink	doi_420110	0.2930
generated_context	dblp:hasDOI	link_732033	0.4580
generated_context	dblp:inYear	doi_337065	0.3102
generated_context	dblp:hasDOI	author_237374	0.4287
generated_context	dblp:partOf	author_1029125	0.5844
generated_context	dblp:publishedIn	author_339373	0.5420
generated_context	dblp:publishedIn	pub_951664	0.5850
generated_context	dblp:paperType	link_614651	0.2425
generated_context	dblp:wrote	pub_78283	0.2457
generated_context	dblp:partOf	pub_17912	0.4753
generated_context	dblp:hasAuthor	link_437196	0.2680
generated_context	dblp:inYear	pub_82781	0.2983
generated_context	dblp:hasAuthor	pub_890491	0.2655
generated_context	dblp:inYear	doi_418139	0.2467
generated_context	dblp:hasLink	author_330322	0.3095
generated_context	dblp:hasAuthor	doi_295579	0.2518
generated_context	dblp:hasAuthor	pub_784161	0.2224
generated_context	dblp:partOf	pub_722875	0.5724
generated_context	dblp:hasAuthor	doi_674168	0.2458
generated_context	dblp:wrote	link_136905	0.2235
generated_context	dblp:hasLink	pub_283021	0.3033
generated_context	dblp:inYear	link_345085	0.3238
generated_context	dblp:hasAuthor	pub_195032	0.2662
generated_context	dblp:hasAuthor	author_16262	0.2646
generated_context	dblp:hasLink	pub_33131	0.2857
generated_context	dblp:inYear	pub_567725	0.2784
generated_context	dblp:publishedIn	author_978009	0.5600
generated_context	dblp:publishedIn	doi_669957	0.4861
generated_context	dblp:wrote	link_675338	0.2609
generated_context	dblp:hasLink	author_588724	0.2934
generated_context	dblp:hasAuthor	pub_383356	0.2103
generated_context	dblp:inYear	link_756734	0.2844
generated_context	dblp:publishedIn	pub_314258	0.5046
generated_context	dblp:wrote	doi_145980	0.2441
generated_context	dblp:hasLink	link_175339	0.2743
generated_context	dblp:hasLink	pub_34371	0.2549
generated_context	dblp:partOf	author_1028754	0.5533
generated_context	dblp:hasDOI	author_258422	0.4639
generated_context	dblp:partOf	doi_292098	0.5578
generated_context	dblp:paperType	author_772643	0.2338
generated_context	dblp:hasDOI	doi_386290	0.4523
generated_context	dblp:hasLink	pub_501004	0.2474
generated_context	dblp:hasAuthor	pub_2642	0.2624
generated_context	dblp:hasAuthor	doi_703657	0.3173
generated_context	dblp:hasDOI	link_662053	0.4425
generated_context	dblp:inYear	doi_713612	0.2416
generated_context	dblp:hasAuthor	link_217417	0.2362
generated_context	dblp:hasLink	author_733114	0.2404
generated_context	dblp:hasAuthor	link_878881	0.2635
generated_context	dblp:publishedIn	author_1045843	0.5136
generated_context	dblp:inYear	doi_151333	0.2582
generated_context	dblp:hasAuthor	link_367964	0.2695
generated_context	dblp:inYear	pub_883774	0.2870
generated_context	dblp:hasLink	author_295085	0.2902
generated_context	dblp:hasLink	author_983632	0.2711
generated_context	dblp:hasLink	pub_162584	0.2503
generated_context	dblp:inYear	author_764906	0.2807
generated_context	dblp:partOf	author_246032	0.5937
generated_context	dblp:hasAuthor	doi_535731	0.2620
generated_context	dblp:hasDOI	pub_74561	0.4214
generated_context	dblp:hasDOI	doi_414337	0.4526
generated_context	dblp:hasAuthor	link_68792	0.2476
generated_context	dblp:publishedIn	author_170436	0.4824
generated_context	dblp:partOf	doi_110854	0.5121
generated_context	dblp:hasAuthor	pub_521338	0.2241
generated_context	dblp:paperType	pub_103017	0.3256
generated_context	dblp:wrote	pub_302277	0.2208
generated_context	dblp:inYear	doi_421736	0.2702
generated_context	dblp:wrote	author_874537	0.2127
generated_context	dblp:hasLink	pub_535070	0.2615
generated_context	dblp:inYear	doi_407744	0.2611
generated_context	dblp:publishedIn	pub_406261	0.5026
generated_context	dblp:hasAuthor	author_606194	0.2901
generated_context	dblp:hasAuthor	link_53453	0.2364
generated_context	dblp:wrote	pub_446772	0.2521
generated_context	dblp:inYear	author_462136	0.2640
generated_context	dblp:publishedIn	author_890043	0.4986
generated_context	dblp:hasLink	link_638240	0.2967
generated_context	dblp:hasLink	author_21935	0.2990
generated_context	dblp:paperType	link_68432	0.2932
generated_context	dblp:paperType	pub_639787	0.3149
generated_context	dblp:partOf	author_886723	0.5093
generated_context	dblp:hasLink	pub_511709	0.2949
generated_context	dblp:hasDOI	doi_67163	0.4915
generated_context	dblp:inYear	doi_25044	0.2796
generated_context	dblp:hasDOI	pub_385652	0.4177
generated_context	dblp:hasAuthor	pub_331452	0.2062
generated_context	dblp:hasDOI	link_295030	0.4447
generated_context	dblp:hasLink	author_480635	0.2527
generated_context	dblp:inYear	doi_644238	0.2783
generated_context	dblp:publishedIn	pub_965122	0.4827
generated_context	dblp:wrote	author_384062	0.2578
generated_context	dblp:hasDOI	pub_140392	0.4651
generated_context	dblp:paperType	link_397592	0.2517
generated_context	dblp:hasAuthor	link_962427	0.2220
generated_context	dblp:hasAuthor	link_898057	0.2250
generated_context	dblp:publishedIn	doi_796132	0.5905
generated_context	dblp:partOf	link_787145	0.5424
generated_context	dblp:publishedIn	author_136039	0.4594
generated_context	dblp:wrote	link_955614	0.2216
generated_context	dblp:inYear	author_233114	0.2398
generated_context	dblp:paperType	link_373189	0.2653
generated_context	dblp:paperType	link_830962	0.2319
generated_context	dblp:hasAuthor	doi_494460	0.2132
generated_context	dblp:hasDOI	author_449969	0.4808
generated_context	dblp:paperType	author_688925	0.2372
generated_context	dblp:hasLink	author_16926	0.2638
generated_context	dblp:hasAuthor	doi_478443	0.2708
generated_context	dblp:paperType	pub_270683	0.3248
generated_context	dblp:hasAuthor	pub_363519	0.2263
generated_context	dblp:partOf	link_721912	0.5259
generated_context	dblp:hasDOI	doi_606986	0.4059
generated_context	dblp:publishedIn	doi_583470	0.4862
generated_context	dblp:inYear	author_852627	0.2724
generated_context	dblp:hasDOI	pub_988397	0.4647
generated_context	dblp:wrote	pub_155307	0.2339
generated_context	dblp:hasAuthor	author_489925	0.2418
generated_context	dblp:hasLink	link_622320	0.2589
generated_context	dblp:inYear	link_646306	0.2832
generated_context	dblp:hasLink	link_529280	0.2658
generated_context	dblp:hasDOI	pub_762244	0.4882
generated_context	dblp:hasDOI	link_459083	0.4367
generated_context	dblp:hasLink	doi_831774	0.2556
generated_context	dblp:paperType	author_1024245	0.2853
generated_context	dblp:publishedIn	link_692502	0.5168
generated_context	dblp:hasDOI	pub_598605	0.4226
generated_context	dblp:wrote	author_848248	0.2354
generated_context	dblp:hasAuthor	link_694364	0.2782
generated_context	dblp:paperType	link_531147	0.2675
generated_context	dblp:partOf	author_834228	0.4856
generated_context	dblp:hasLink	author_1036032	0.3008
generated_context	dblp:paperType	author_97751	0.2475
generated_context	dblp:hasAuthor	author_181265	0.2475
generated_context	dblp:hasLink	author_552981	0.2724
generated_context	dblp:hasLink	author_981702	0.2740
generated_context	dblp:partOf	pub_334302	0.5877
generated_context	dblp:partOf	pub_430031	0.5098
generated_context	dblp:partOf	link_864818	0.5258
generated_context	dblp:hasLink	author_494528	0.3063
generated_context	dblp:paperType	link_869967	0.2702
generated_context	dblp:hasLink	pub_323792	0.3174
generated_context	dblp:paperType	pub_467920	0.2359
generated_context	dblp:wrote	pub_598573	0.2698
generated_context	dblp:inYear	author_345206	0.2692
generated_context	dblp:hasAuthor	author_514304	0.1626
generated_context	dblp:wrote	link_513934	0.2442
generated_context	dblp:partOf	author_1061064	0.5812
generated_context	dblp:hasLink	author_357357	0.3174
generated_context	dblp:wrote	pub_876915	0.2139
generated_context	dblp:publishedIn	author_18312	0.5126
generated_context	dblp:hasLink	pub_19039	0.2445
generated_context	dblp:hasDOI	pub_64084	0.3951
generated_context	dblp:hasLink	link_395972	0.3222
generated_context	dblp:hasLink	doi_521476	0.3004
generated_context	dblp:inYear	link_744597	0.2822
generated_context	dblp:publishedIn	pub_174739	0.4933
generated_context	dblp:paperType	pub_824355	0.2883
generated_context	dblp:inYear	link_380535	0.2672
generated_context	dblp:partOf	doi_707783	0.5468
generated_context	dblp:publishedIn	link_765645	0.6022
generated_context	dblp:inYear	link_104546	0.3112
generated_context	dblp:hasLink	link_288079	0.2541
generated_context	dblp:hasLink	author_968722	0.2386
generated_context	dblp:inYear	pub_624634	0.2595
generated_context	dblp:publishedIn	pub_594868	0.5218
generated_context	dblp:inYear	doi_409534	0.2827
generated_context	dblp:publishedIn	link_222790	0.5287
generated_context	dblp:paperType	doi_573398	0.2579
generated_context	dblp:publishedIn	link_594527	0.5260
generated_context	dblp:wrote	author_972506	0.2448
generated_context	dblp:wrote	link_923659	0.2529
generated_context	dblp:inYear	author_234225	0.3153
generated_context	dblp:partOf	doi_570541	0.5604
generated_context	dblp:paperType	doi_139975	0.2807
generated_context	dblp:hasLink	venue_292	0.2616
generated_context	dblp:paperType	doi_214865	0.2984
generated_context	dblp:hasLink	doi_762173	0.2451
generated_context	dblp:wrote	link_661949	0.2614
generated_context	dblp:publishedIn	doi_191501	0.5565
generated_context	dblp:publishedIn	link_206147	0.5006
generated_context	dblp:hasLink	doi_292648	0.2901
generated_context	dblp:hasDOI	link_917058	0.4269
generated_context	dblp:hasDOI	doi_27565	0.4362
generated_context	dblp:inYear	author_171559	0.2595
generated_context	dblp:wrote	link_66103	0.2045
generated_context	dblp:hasLink	link_656205	0.3081
generated_context	dblp:inYear	link_635085	0.3312
generated_context	dblp:hasDOI	author_232038	0.4510
generated_context	dblp:publishedIn	author_202713	0.6000
generated_context	dblp:publishedIn	author_916902	0.4915
generated_context	dblp:hasAuthor	pub_486378	0.2062
generated_context	dblp:hasLink	doi_340713	0.2834
generated_context	dblp:partOf	pub_192251	0.6159
generated_context	dblp:publishedIn	author_446166	0.4551
generated_context	dblp:paperType	author_932397	0.2988
generated_context	dblp:publishedIn	link_731493	0.5591
generated_context	dblp:hasDOI	pub_460811	0.4421
generated_context	dblp:hasAuthor	doi_581881	0.2542
generated_context	dblp:paperType	pub_173211	0.2806
generated_context	dblp:hasDOI	author_300571	0.4077
generated_context	dblp:paperType	link_832162	0.2434
generated_context	dblp:wrote	pub_860735	0.2268
generated_context	dblp:partOf	author_145449	0.5491
generated_context	dblp:paperType	author_421737	0.3467
generated_context	dblp:partOf	link_142167	0.5318
generated_context	dblp:wrote	link_170235	0.2500
generated_context	dblp:publishedIn	pub_100072	0.5451
generated_context	dblp:hasDOI	doi_397002	0.4520
generated_context	dblp:wrote	author_378331	0.2549
generated_context	dblp:inYear	doi_493110	0.2889
generated_context	dblp:publishedIn	link_359534	0.5006
generated_context	dblp:wrote	author_817972	0.2325
generated_context	dblp:hasDOI	pub_963712	0.4746
generated_context	dblp:partOf	pub_233503	0.4948
generated_context	dblp:wrote	link_807542	0.2781
generated_context	dblp:wrote	author_432372	0.2596
generated_context	dblp:inYear	pub_518906	0.2672
generated_context	dblp:hasDOI	doi_597319	0.4928
generated_context	dblp:wrote	doi_509796	0.2612
generated_context	dblp:paperType	link_821275	0.3095
generated_context	dblp:partOf	link_714037	0.5483
generated_context	dblp:hasAuthor	doi_92456	0.2275
generated_context	dblp:wrote	author_542937	0.2516
generated_context	dblp:hasDOI	pub_419260	0.4313
generated_context	dblp:partOf	pub_476812	0.5219
generated_context	dblp:partOf	link_218977	0.5228
generated_context	dblp:inYear	author_453980	0.2795
generated_context	dblp:inYear	pub_94219	0.2850
generated_context	dblp:partOf	doi_63708	0.5284
generated_context	dblp:partOf	link_718321	0.5302
generated_context	dblp:hasLink	author_3350	0.2850
generated_context	dblp:inYear	link_160562	0.2565
generated_context	dblp:hasLink	pub_107770	0.2562
generated_context	dblp:hasDOI	doi_150497	0.4216
generated_context	dblp:wrote	pub_703856	0.2253
generated_context	dblp:publishedIn	link_104479	0.4886
generated_context	dblp:hasAuthor	pub_48688	0.2064
generated_context	dblp:paperType	author_996927	0.2948
generated_context	dblp:hasLink	link_177199	0.2943
generated_context	dblp:hasAuthor	doi_150183	0.2333
generated_context	dblp:hasLink	doi_332898	0.3189
generated_context	dblp:hasLink	author_630205	0.2908
generated_context	dblp:hasLink	pub_887980	0.3160
generated_context	dblp:hasLink	author_92849	0.2915
generated_context	dblp:wrote	link_147164	0.2383
generated_context	dblp:hasLink	link_308540	0.3369
generated_context	dblp:hasAuthor	pub_113081	0.2338
generated_context	dblp:partOf	doi_133135	0.5461
generated_context	dblp:wrote	pub_762578	0.2053
generated_context	dblp:hasLink	link_99060	0.2622
generated_context	dblp:inYear	author_379318	0.2291
generated_context	dblp:inYear	link_150858	0.2767
generated_context	dblp:hasDOI	author_966762	0.4363
generated_context	dblp:inYear	doi_528214	0.2715
generated_context	dblp:hasAuthor	pub_701451	0.2066
generated_context	dblp:hasLink	pub_158114	0.3513
generated_context	dblp:publishedIn	author_935056	0.5289
generated_context	dblp:publishedIn	author_857038	0.5211
generated_context	dblp:partOf	pub_317595	0.5861
generated_context	dblp:paperType	doi_385954	0.3302
generated_context	dblp:publishedIn	link_494430	0.5252
generated_context	dblp:inYear	author_883471	0.3155
generated_context	dblp:hasAuthor	author_190224	0.2753
generated_context	dblp:partOf	author_557774	0.5384
generated_context	dblp:wrote	doi_122590	0.2600
generated_context	dblp:hasLink	link_235112	0.3385
generated_context	dblp:paperType	pub_249247	0.2609
generated_context	dblp:partOf	doi_78995	0.5429
generated_context	dblp:publishedIn	author_309564	0.5273
generated_context	dblp:hasAuthor	doi_105304	0.2842
generated_context	dblp:partOf	pub_505520	0.5683
generated_context	dblp:hasAuthor	pub_135836	0.2213
generated_context	dblp:partOf	pub_187039	0.6090
generated_context	dblp:publishedIn	link_918475	0.5505
generated_context	dblp:wrote	pub_737688	0.2805
generated_context	dblp:hasAuthor	pub_242069	0.2178
generated_context	dblp:hasAuthor	doi_795323	0.2091
generated_context	dblp:wrote	link_94492	0.2563
generated_context	dblp:hasDOI	doi_536380	0.4550
generated_context	dblp:hasDOI	doi_747979	0.3988
generated_context	dblp:partOf	pub_330247	0.5499
generated_context	dblp:hasAuthor	link_960914	0.2272
generated_context	dblp:partOf	pub_786534	0.4866
generated_context	dblp:paperType	doi_391777	0.2893
generated_context	dblp:inYear	link_52388	0.2882
generated_context	dblp:hasLink	doi_254952	0.2724
generated_context	dblp:hasLink	pub_655729	0.2609
generated_context	dblp:hasLink	author_851359	0.2901
generated_context	dblp:hasLink	link_4661	0.2770
generated_context	dblp:partOf	link_51979	0.4797
generated_context	dblp:hasAuthor	pub_575659	0.2785
generated_context	dblp:paperType	author_984145	0.2889
generated_context	dblp:hasLink	link_840323	0.2797
generated_context	dblp:inYear	author_194483	0.2538
generated_context	dblp:hasAuthor	doi_45180	0.2846
generated_context	dblp:hasLink	author_258781	0.2656
generated_context	dblp:hasAuthor	link_851049	0.2436
generated_context	dblp:paperType	author_1084456	0.2694
generated_context	dblp:wrote	pub_725476	0.2024
generated_context	dblp:partOf	link_955290	0.5678
generated_context	dblp:hasDOI	doi_432663	0.4247
